staff_id,full_name,date_of_birth,hire_date,termination_date,phone
929,Staff_000929,1993-03-28,2023-09-05,,0958851067
930,Staff_000930,1989-11-13,2023-03-08,2023-04-28,0937778911
931,Staff_000931,1998-12-24,2025-01-09,,0981027460
932,Staff_000932,1986-01-16,2023-04-18,,0966116417
933,Staff_000933,1994-06-17,2023-02-03,,0990774199
934,Staff_000934,1993-11-17,2024-08-31,,0915069452
935,Staff_000935,1998-01-27,2022-12-15,,0949839355
936,Staff_000936,1999-09-25,2024-08-19,,0960705324
937,Staff_000937,2002-09-06,2024-07-28,,0932155367
938,Staff_000938,1994-10-03,2025-01-05,,0928241582
939,Staff_000939,1985-01-12,2023-02-22,,0967846286
940,Staff_000940,1986-03-06,2024-09-25,,0997629471
941,Staff_000941,1984-01-16,2023-04-02,2025-06-08,0957627409
942,Staff_000942,2002-06-06,2025-11-11,,0985570868
943,Staff_000943,1996-07-22,2024-11-24,,0963471438
944,Staff_000944,1986-06-08,2025-04-24,,0963709644
945,Staff_000945,2003-10-27,2023-07-29,,0937652831
946,Staff_000946,1988-08-21,2025-01-12,,0976414833
947,Staff_000947,1999-02-23,2023-12-10,,0926877926
948,Staff_000948,1988-07-17,2025-08-08,,0948802953
949,Staff_000949,2000-07-31,2024-08-29,,0988081518
950,Staff_000950,1983-02-23,2022-10-30,,0967241639
951,Staff_000951,1994-09-26,2025-08-12,,0972337355
952,Staff_000952,1990-04-11,2022-10-03,,0941590703
953,Staff_000953,1983-03-11,2025-12-18,,0936601478
954,Staff_000954,2001-08-12,2024-03-22,,0978091171
955,Staff_000955,1987-12-11,2024-12-25,,0922034043
956,Staff_000956,2001-10-29,2025-08-19,,0956815992
957,Staff_000957,1991-04-05,2022-01-21,2025-02-02,0957941044
958,Staff_000958,1982-09-07,2024-07-06,,0973939825
959,Staff_000959,1994-07-18,2025-11-02,,0950129926
960,Staff_000960,1995-08-06,2023-03-14,2024-05-12,0975141761
961,Staff_000961,1999-09-10,2024-05-17,,0974394079
962,Staff_000962,1983-10-07,2024-01-20,,0961160579
963,Staff_000963,1992-07-31,2025-08-27,,0970734707
964,Staff_000964,1982-02-05,2023-03-29,2024-12-24,0948647639
965,Staff_000965,1995-03-02,2024-08-06,,0944578205
966,Staff_000966,2002-01-27,2024-10-26,,0920609843
967,Staff_000967,1985-01-05,2023-02-02,,0975438723
968,Staff_000968,1998-06-18,2023-12-17,2025-03-16,0967834004
969,Staff_000969,2002-02-16,2023-03-30,,0966086422
970,Staff_000970,1988-06-28,2023-02-07,,0924594037
971,Staff_000971,1995-04-21,2025-02-09,,0923776168
972,Staff_000972,1982-01-31,2023-10-30,,0968881836
973,Staff_000973,1998-05-07,2025-10-08,,0919726645
974,Staff_000974,1988-12-01,2025-07-31,,0967431462
975,Staff_000975,1985-04-24,2024-10-11,,0927968532
976,Staff_000976,2003-02-02,2022-08-10,,0944495386
977,Staff_000977,1989-06-14,2023-08-01,,0995126210
978,Staff_000978,2000-06-08,2024-05-09,,0966760601
979,Staff_000979,2001-04-26,2024-02-17,,0945938349
980,Staff_000980,2002-03-07,2025-10-25,,0964258845
981,Staff_000981,1981-12-25,2023-11-27,,0934766133
982,Staff_000982,1980-02-05,2022-03-18,,0929235427
983,Staff_000983,1990-05-31,2022-08-04,2024-08-12,0915675778
984,Staff_000984,2003-06-03,2024-03-18,,0955700372
985,Staff_000985,1980-12-25,2025-03-13,,0943848771
986,Staff_000986,1988-07-26,2024-07-26,,0997579589
987,Staff_000987,1980-05-05,2025-04-22,,0986767747
988,Staff_000988,1998-06-22,2022-03-30,,0927056049
989,Staff_000989,1986-11-26,2024-08-26,,0972361800
990,Staff_000990,1982-01-01,2022-07-08,,0972469885
991,Staff_000991,1986-06-05,2024-08-24,,0977225992
992,Staff_000992,1999-09-25,2025-03-26,,0957590361
993,Staff_000993,1980-04-24,2022-06-12,2025-10-15,0962465422
994,Staff_000994,1987-12-11,2024-05-27,,0963437480
995,Staff_000995,1998-08-15,2022-09-18,,0974275307
996,Staff_000996,1982-06-03,2024-06-13,2024-08-11,0950023286
997,Staff_000997,1997-08-16,2025-07-24,,0927317773
998,Staff_000998,1985-11-24,2024-05-12,,0920902880
999,Staff_000999,1995-02-16,2025-12-21,,0996457737
1000,Staff_001000,1994-03-28,2022-11-08,,0964967714
