customer_id,first_name,last_name,date_of_birth,occupation,income,phone
12893,First_12893,Last_12893,1984-08-12,Manual Worker,2523.27,0989809728
12894,First_12894,Last_12894,1995-06-10,Artist,1073.41,0927959732
12895,First_12895,Last_12895,2002-12-31,Healthcare Worker,1118.86,0967847584
12896,First_12896,Last_12896,1988-07-01,Office Worker,795.1,0943975316
12897,First_12897,Last_12897,1983-03-10,Driver,1623.53,0928263258
12898,First_12898,Last_12898,1980-12-01,Manual Worker,1900.6,0985468673
12899,First_12899,Last_12899,2002-11-29,Healthcare Worker,2384.88,0992398271
12900,First_12900,Last_12900,1986-11-03,Driver,1725.91,0983205095
12901,First_12901,Last_12901,1990-03-03,Driver,2230.76,0916680325
12903,First_12903,Last_12903,1992-03-11,Healthcare Worker,246.87,0976169949
12905,First_12905,Last_12905,1991-11-16,Manual Worker,463.11,0994650606
12906,First_12906,Last_12906,1984-05-19,Teacher,1811.63,0997348546
12907,First_12907,Last_12907,1999-01-20,Manual Worker,2971.2,0949250615
12908,First_12908,Last_12908,2000-03-19,Manual Worker,1660.02,0916136253
12909,First_12909,Last_12909,1985-04-17,Artist,592.18,0938507283
12910,First_12910,Last_12910,1988-12-29,Retired/Unemployed,1902.49,0963002608
12913,First_12913,Last_12913,1984-12-21,Teacher,2716.6,0949577315
12914,First_12914,Last_12914,2002-01-24,Student,1633.86,0956865586
12916,First_12916,Last_12916,1981-05-05,Teacher,718.34,0967558349
12917,First_12917,Last_12917,2003-10-25,Driver,653.92,0957275040
12918,First_12918,Last_12918,1985-08-29,Teacher,247.14,0945618129
12919,First_12919,Last_12919,2003-11-27,Family Business Owner,2756.86,0960769433
12920,First_12920,Last_12920,2003-03-04,Retired/Unemployed,2096.7,0944295144
12921,First_12921,Last_12921,1993-12-17,Retired/Unemployed,1733.84,0921739965
12922,First_12922,Last_12922,2002-07-26,Freelancer,758.36,0991923039
12923,First_12923,Last_12923,1984-10-30,Retired/Unemployed,1477.39,0917299303
12924,First_12924,Last_12924,1994-03-05,Family Business Owner,1083.13,0913559919
12925,First_12925,Last_12925,1992-08-09,Manual Worker,2496.11,0946077426
12926,First_12926,Last_12926,2002-09-14,Healthcare Worker,2151.47,0941040206
12927,First_12927,Last_12927,2002-09-21,Artist,1921.68,0981944774
12928,First_12928,Last_12928,1983-06-08,Teacher,1716.92,0997028521
12929,First_12929,Last_12929,1985-05-16,Healthcare Worker,2743.83,0934158252
12930,First_12930,Last_12930,1984-09-06,Freelancer,2637.01,0987479218
12931,First_12931,Last_12931,1990-11-04,Student,650.3,0982186618
12932,First_12932,Last_12932,1989-08-15,Freelancer,1671.46,0944898170
12933,First_12933,Last_12933,1980-11-06,Manual Worker,2780.17,0979450930
12935,First_12935,Last_12935,1995-10-16,Freelancer,2699.92,0972525418
12936,First_12936,Last_12936,2003-04-12,Teacher,1470.31,0930792775
12937,First_12937,Last_12937,1995-07-01,Student,2354.62,0911508675
12938,First_12938,Last_12938,1994-05-22,Artist,2620.75,0912489237
12939,First_12939,Last_12939,1996-10-29,Family Business Owner,1450.59,0959706044
12940,First_12940,Last_12940,2001-08-22,Manual Worker,1813.73,0999391769
12941,First_12941,Last_12941,1998-11-30,Freelancer,2621.23,0924784632
12942,First_12942,Last_12942,1990-04-12,Freelancer,562.21,0997427544
12943,First_12943,Last_12943,1992-10-27,Family Business Owner,1241.36,0996163901
12945,First_12945,Last_12945,1982-04-19,Teacher,1961.84,0913408871
12946,First_12946,Last_12946,1988-08-23,Artist,1344.11,0946128844
12947,First_12947,Last_12947,1994-05-03,Retired/Unemployed,2224.57,0959310724
12948,First_12948,Last_12948,2003-05-08,Freelancer,1793.24,0947603277
12949,First_12949,Last_12949,1998-03-18,Student,605.0,0995291814
12950,First_12950,Last_12950,1995-07-09,Driver,2155.02,0958566390
12951,First_12951,Last_12951,1991-12-13,Office Worker,859.57,0983012639
12952,First_12952,Last_12952,1995-03-06,Student,1699.94,0916254160
12953,First_12953,Last_12953,1988-07-18,Artist,1930.05,0981616135
12954,First_12954,Last_12954,1984-04-14,Office Worker,1387.04,0920586838
12955,First_12955,Last_12955,1982-03-13,Healthcare Worker,353.17,0972123024
12956,First_12956,Last_12956,1981-02-27,Freelancer,1440.1,0911743687
12957,First_12957,Last_12957,1992-04-16,Student,1466.12,0991450369
12958,First_12958,Last_12958,1987-06-10,Office Worker,513.58,0924581717
12959,First_12959,Last_12959,1986-04-27,Retired/Unemployed,1068.01,0942969965
12960,First_12960,Last_12960,1991-05-20,Artist,1214.19,0974447708
12961,First_12961,Last_12961,1981-06-02,Freelancer,297.29,0954351335
12962,First_12962,Last_12962,1999-06-13,Freelancer,1281.32,0911090049
12963,First_12963,Last_12963,1996-10-21,Manual Worker,1265.93,0971227949
12964,First_12964,Last_12964,1992-01-02,Driver,838.86,0910968058
12965,First_12965,Last_12965,1995-05-14,Healthcare Worker,223.68,0949930081
12966,First_12966,Last_12966,1984-10-10,Driver,2600.5,0925229130
12967,First_12967,Last_12967,1999-08-16,Manual Worker,2271.75,0953687543
12968,First_12968,Last_12968,1992-06-24,Teacher,2458.62,0953383099
12969,First_12969,Last_12969,1997-01-29,Retired/Unemployed,1599.94,0988326052
12970,First_12970,Last_12970,1997-07-22,Artist,632.17,0952009481
12971,First_12971,Last_12971,1986-03-10,Retired/Unemployed,2249.53,0983363377
12972,First_12972,Last_12972,2003-02-28,Manual Worker,2483.32,0920997682
12973,First_12973,Last_12973,2000-12-05,Family Business Owner,2502.3,0921098386
12974,First_12974,Last_12974,2002-04-09,Student,846.9,0971810849
12975,First_12975,Last_12975,2003-02-04,Retired/Unemployed,2169.96,0997307649
12976,First_12976,Last_12976,1987-09-03,Teacher,1920.18,0929901778
12977,First_12977,Last_12977,2003-08-08,Artist,2589.5,0926638049
12978,First_12978,Last_12978,1992-06-15,Retired/Unemployed,2576.7,0921999387
12979,First_12979,Last_12979,1998-11-21,Manual Worker,1985.23,0967668016
12980,First_12980,Last_12980,1993-02-11,Driver,2402.11,0943636092
12981,First_12981,Last_12981,1996-08-13,Manual Worker,328.42,0921102202
12982,First_12982,Last_12982,1996-06-18,Teacher,2265.83,0972517121
12983,First_12983,Last_12983,1980-10-31,Family Business Owner,2708.76,0913459462
12984,First_12984,Last_12984,1980-06-26,Healthcare Worker,1194.96,0989640255
12985,First_12985,Last_12985,2001-01-09,Healthcare Worker,505.85,0959513956
12986,First_12986,Last_12986,2003-10-31,Teacher,2007.48,0973688636
12987,First_12987,Last_12987,1980-12-06,Freelancer,1351.41,0997470887
12989,First_12989,Last_12989,1992-10-27,Driver,1983.63,0981594958
12990,First_12990,Last_12990,1982-10-19,Freelancer,2237.0,0940490442
12991,First_12991,Last_12991,1981-09-23,Freelancer,1285.48,0910535719
12992,First_12992,Last_12992,1982-11-03,Teacher,484.65,0993375256
12994,First_12994,Last_12994,1992-04-07,Office Worker,1192.19,0940723409
12995,First_12995,Last_12995,1990-11-09,Freelancer,1136.44,0985040283
12996,First_12996,Last_12996,1995-10-10,Freelancer,1989.61,0961163178
12997,First_12997,Last_12997,2000-04-09,Retired/Unemployed,2126.91,0938198768
12998,First_12998,Last_12998,2003-04-23,Family Business Owner,1667.19,0944904622
12999,First_12999,Last_12999,1990-11-17,Retired/Unemployed,1141.69,0993695847
13001,First_13001,Last_13001,1981-12-09,Retired/Unemployed,2590.37,0935325393
13003,First_13003,Last_13003,2003-05-14,Retired/Unemployed,1479.43,0947036686
13004,First_13004,Last_13004,2002-05-31,Teacher,479.26,0925219556
13005,First_13005,Last_13005,1984-06-03,Healthcare Worker,2098.74,0967956759
13006,First_13006,Last_13006,1989-05-25,Manual Worker,1255.55,0921327049
13008,First_13008,Last_13008,1985-08-13,Office Worker,1189.76,0980866617
13009,First_13009,Last_13009,1986-09-28,Office Worker,1583.63,0938442371
13011,First_13011,Last_13011,1988-05-02,Artist,2534.29,0975327705
13013,First_13013,Last_13013,1980-12-14,Office Worker,660.59,0916714576
13015,First_13015,Last_13015,1990-01-14,Manual Worker,2271.59,0928684268
13016,First_13016,Last_13016,1996-06-20,Healthcare Worker,976.35,0972678646
13017,First_13017,Last_13017,1985-07-19,Retired/Unemployed,2017.24,0911962527
13018,First_13018,Last_13018,1991-11-24,Teacher,2488.84,0946530037
13020,First_13020,Last_13020,1997-03-08,Freelancer,2421.41,0971733107
13021,First_13021,Last_13021,1999-01-07,Family Business Owner,827.37,0914865138
13022,First_13022,Last_13022,1996-11-22,Manual Worker,892.65,0978650499
13023,First_13023,Last_13023,1993-08-19,Manual Worker,949.88,0943753174
13024,First_13024,Last_13024,1983-10-09,Healthcare Worker,303.71,0920483175
13025,First_13025,Last_13025,1981-05-11,Student,1437.95,0956240235
13026,First_13026,Last_13026,1999-01-29,Family Business Owner,2729.54,0994254848
13027,First_13027,Last_13027,1990-06-11,Artist,1598.16,0953208878
13028,First_13028,Last_13028,1989-10-05,Family Business Owner,1058.62,0952951963
13031,First_13031,Last_13031,1983-08-08,Family Business Owner,566.58,0948077136
13033,First_13033,Last_13033,1998-05-16,Freelancer,2899.96,0997721606
13034,First_13034,Last_13034,2001-03-24,Healthcare Worker,549.09,0984002597
13035,First_13035,Last_13035,1992-10-08,Student,2288.06,0983743238
13036,First_13036,Last_13036,1999-08-13,Artist,525.07,0932797485
13038,First_13038,Last_13038,1993-01-01,Retired/Unemployed,1979.0,0977019141
13039,First_13039,Last_13039,1985-05-22,Healthcare Worker,1800.92,0932203007
13041,First_13041,Last_13041,1987-02-27,Healthcare Worker,2130.11,0991167202
13042,First_13042,Last_13042,1999-01-07,Artist,2986.1,0954512590
13043,First_13043,Last_13043,1989-01-28,Artist,2758.15,0981961869
13044,First_13044,Last_13044,1987-03-11,Healthcare Worker,2639.52,0975628988
13045,First_13045,Last_13045,1996-03-25,Family Business Owner,2065.0,0928712729
13047,First_13047,Last_13047,1994-07-23,Retired/Unemployed,1545.46,0987104318
13048,First_13048,Last_13048,1997-09-27,Teacher,901.45,0935090711
13050,First_13050,Last_13050,1997-06-23,Artist,2821.18,0926716357
13051,First_13051,Last_13051,1996-08-24,Healthcare Worker,1181.98,0999595249
13052,First_13052,Last_13052,1983-11-13,Student,320.44,0934388235
13053,First_13053,Last_13053,1999-01-15,Driver,1459.67,0914261884
13054,First_13054,Last_13054,1983-08-18,Freelancer,809.62,0925163791
13055,First_13055,Last_13055,1987-06-28,Office Worker,451.42,0940946992
13056,First_13056,Last_13056,1993-07-22,Teacher,2923.6,0960308714
13058,First_13058,Last_13058,2000-12-05,Retired/Unemployed,1191.25,0963348484
13060,First_13060,Last_13060,1994-11-29,Artist,336.77,0985412706
13061,First_13061,Last_13061,1991-08-09,Freelancer,1952.67,0951068753
13062,First_13062,Last_13062,1992-04-18,Family Business Owner,2851.67,0998171669
13063,First_13063,Last_13063,1999-05-08,Artist,2710.04,0958687830
13064,First_13064,Last_13064,1980-02-06,Driver,1994.21,0939180806
13065,First_13065,Last_13065,1984-01-01,Freelancer,1637.0,0923519657
13066,First_13066,Last_13066,1997-10-15,Family Business Owner,356.43,0996989825
13067,First_13067,Last_13067,1998-01-22,Manual Worker,1189.57,0950264567
13068,First_13068,Last_13068,2001-10-10,Artist,2091.61,0960319918
13069,First_13069,Last_13069,1986-09-18,Teacher,2757.94,0935401642
13070,First_13070,Last_13070,1983-10-18,Manual Worker,1784.97,0952600125
13071,First_13071,Last_13071,1998-02-10,Manual Worker,2183.81,0920264392
13072,First_13072,Last_13072,2001-03-22,Student,1189.44,0965630180
13073,First_13073,Last_13073,1991-11-06,Driver,1550.51,0920875694
13074,First_13074,Last_13074,1988-05-12,Retired/Unemployed,2596.22,0970688441
13075,First_13075,Last_13075,1997-05-01,Artist,2207.11,0940245783
13076,First_13076,Last_13076,1988-08-03,Driver,2927.96,0996854805
13077,First_13077,Last_13077,1982-10-18,Healthcare Worker,1804.86,0944608081
13078,First_13078,Last_13078,1982-10-01,Teacher,1237.39,0957769458
13079,First_13079,Last_13079,1987-05-13,Family Business Owner,1885.09,0940789477
13080,First_13080,Last_13080,1996-07-10,Healthcare Worker,2246.51,0960215268
13081,First_13081,Last_13081,2001-12-23,Driver,2739.35,0985077998
13082,First_13082,Last_13082,1990-11-10,Family Business Owner,2121.22,0947016631
13083,First_13083,Last_13083,1983-07-31,Teacher,1293.38,0937382140
13084,First_13084,Last_13084,1983-12-21,Manual Worker,501.21,0972978881
13085,First_13085,Last_13085,1988-07-21,Office Worker,679.92,0946481348
13086,First_13086,Last_13086,1998-11-20,Student,1566.29,0913213481
13087,First_13087,Last_13087,1980-10-23,Artist,2289.94,0912243585
13088,First_13088,Last_13088,1991-06-07,Family Business Owner,1262.54,0986300661
13089,First_13089,Last_13089,1997-07-11,Artist,1298.37,0946425731
13090,First_13090,Last_13090,1993-05-05,Student,2061.3,0948735023
13091,First_13091,Last_13091,1991-12-09,Healthcare Worker,1431.79,0923926204
13092,First_13092,Last_13092,1995-01-18,Artist,1594.76,0939600942
13093,First_13093,Last_13093,1985-07-21,Student,1468.77,0980310843
13095,First_13095,Last_13095,1986-07-04,Artist,1900.54,0997729990
13096,First_13096,Last_13096,2000-02-16,Healthcare Worker,1414.66,0977383169
13097,First_13097,Last_13097,1982-01-26,Office Worker,1874.62,0964583599
13098,First_13098,Last_13098,1983-10-07,Teacher,2247.1,0958907481
13099,First_13099,Last_13099,2001-08-11,Freelancer,1646.65,0998236055
13100,First_13100,Last_13100,1992-02-24,Family Business Owner,893.26,0955899423
13102,First_13102,Last_13102,1982-06-15,Artist,203.05,0975960459
13103,First_13103,Last_13103,1990-10-24,Office Worker,2219.39,0913528207
13104,First_13104,Last_13104,1989-12-17,Healthcare Worker,903.1,0959424920
13105,First_13105,Last_13105,2001-11-30,Artist,481.81,0913375992
13107,First_13107,Last_13107,1997-07-05,Artist,2088.85,0966540411
13108,First_13108,Last_13108,1986-08-30,Driver,1273.15,0930651344
13109,First_13109,Last_13109,1995-02-10,Office Worker,2668.5,0924967893
13110,First_13110,Last_13110,1980-07-12,Office Worker,2593.37,0926242310
13111,First_13111,Last_13111,1997-07-19,Manual Worker,938.15,0925423975
13112,First_13112,Last_13112,1983-02-01,Retired/Unemployed,1684.86,0983889939
13113,First_13113,Last_13113,2002-01-29,Healthcare Worker,524.53,0962673821
13114,First_13114,Last_13114,1993-07-04,Teacher,459.28,0944705581
13115,First_13115,Last_13115,1999-07-31,Manual Worker,615.68,0991325038
13116,First_13116,Last_13116,1998-08-29,Manual Worker,1682.55,0957732665
13117,First_13117,Last_13117,1995-06-20,Office Worker,1091.18,0910543818
13118,First_13118,Last_13118,1989-03-08,Artist,2622.07,0966268851
13119,First_13119,Last_13119,2001-08-15,Retired/Unemployed,1944.8,0935296513
13121,First_13121,Last_13121,1995-12-31,Office Worker,1489.04,0986353506
13123,First_13123,Last_13123,1990-01-28,Freelancer,222.96,0942658880
13126,First_13126,Last_13126,2001-08-02,Freelancer,1202.2,0955788720
13128,First_13128,Last_13128,2000-05-17,Freelancer,469.73,0956851543
13129,First_13129,Last_13129,2000-02-24,Manual Worker,729.97,0930202562
13130,First_13130,Last_13130,1991-08-19,Office Worker,350.15,0921155966
13131,First_13131,Last_13131,1991-02-14,Healthcare Worker,717.47,0923153022
13133,First_13133,Last_13133,1999-07-23,Freelancer,2301.75,0949945361
13134,First_13134,Last_13134,1997-03-12,Manual Worker,2194.13,0986600319
13135,First_13135,Last_13135,2000-12-04,Manual Worker,1344.77,0944881594
13136,First_13136,Last_13136,2003-07-28,Family Business Owner,2153.67,0945858992
13137,First_13137,Last_13137,1981-08-17,Office Worker,2395.57,0934137711
13138,First_13138,Last_13138,1996-02-09,Manual Worker,2437.62,0922737185
13139,First_13139,Last_13139,1994-06-28,Driver,637.23,0967247466
13140,First_13140,Last_13140,1999-08-23,Family Business Owner,1027.63,0977154957
13141,First_13141,Last_13141,1993-02-26,Manual Worker,2043.4,0992751915
13142,First_13142,Last_13142,2001-12-22,Student,1666.94,0991241639
13143,First_13143,Last_13143,1984-05-20,Family Business Owner,2363.03,0981309663
13145,First_13145,Last_13145,1993-07-27,Manual Worker,1356.35,0997222286
13146,First_13146,Last_13146,1997-07-26,Healthcare Worker,2050.66,0996692730
13147,First_13147,Last_13147,1998-05-19,Driver,770.12,0942706041
13148,First_13148,Last_13148,1999-07-30,Retired/Unemployed,1068.58,0926108097
13149,First_13149,Last_13149,1981-04-23,Student,1214.66,0940352275
13151,First_13151,Last_13151,1994-09-04,Driver,1619.47,0975224308
13152,First_13152,Last_13152,1990-08-20,Office Worker,1780.92,0988243483
13153,First_13153,Last_13153,1998-03-03,Student,2250.65,0935173163
13155,First_13155,Last_13155,1981-12-26,Student,2459.1,0928554668
13156,First_13156,Last_13156,1993-04-13,Manual Worker,2612.93,0985407050
13157,First_13157,Last_13157,1996-09-06,Freelancer,1419.88,0926239852
13158,First_13158,Last_13158,1980-11-10,Driver,362.42,0927536390
13159,First_13159,Last_13159,2000-06-28,Manual Worker,2253.08,0941543149
13160,First_13160,Last_13160,1986-06-09,Artist,1795.26,0931644876
13161,First_13161,Last_13161,2003-08-21,Family Business Owner,1640.06,0998833459
13162,First_13162,Last_13162,1985-04-07,Artist,1845.49,0964197682
13163,First_13163,Last_13163,1990-04-17,Family Business Owner,1666.49,0927736378
13165,First_13165,Last_13165,1993-01-24,Retired/Unemployed,2422.52,0992236326
13168,First_13168,Last_13168,1985-09-03,Student,810.51,0985819174
13169,First_13169,Last_13169,1996-04-22,Manual Worker,1252.97,0938147801
13170,First_13170,Last_13170,1991-10-29,Teacher,451.63,0938970200
13171,First_13171,Last_13171,2001-02-23,Retired/Unemployed,808.95,0957800468
13172,First_13172,Last_13172,1980-12-02,Healthcare Worker,961.16,0976508251
13173,First_13173,Last_13173,1987-05-09,Artist,2657.27,0977437804
13174,First_13174,Last_13174,1992-12-24,Teacher,1638.14,0967050675
13176,First_13176,Last_13176,1994-06-16,Manual Worker,2086.56,0964272554
13177,First_13177,Last_13177,1992-11-25,Manual Worker,1183.19,0917699158
13178,First_13178,Last_13178,2000-01-29,Artist,1605.58,0935409000
13180,First_13180,Last_13180,1990-03-18,Office Worker,602.27,0956192953
13181,First_13181,Last_13181,2001-11-13,Student,924.08,0991377620
13182,First_13182,Last_13182,1982-07-29,Manual Worker,1939.33,0958163441
13184,First_13184,Last_13184,1986-12-09,Family Business Owner,928.43,0957415331
13185,First_13185,Last_13185,1987-06-16,Healthcare Worker,1562.02,0970693253
13186,First_13186,Last_13186,1999-03-20,Family Business Owner,1234.29,0937789901
13187,First_13187,Last_13187,1993-09-12,Retired/Unemployed,2442.29,0915584936
13188,First_13188,Last_13188,1999-03-26,Office Worker,578.82,0976803776
13189,First_13189,Last_13189,1990-11-21,Teacher,1047.59,0983942506
13190,First_13190,Last_13190,1981-11-08,Office Worker,665.74,0917008067
13191,First_13191,Last_13191,1985-05-15,Manual Worker,1505.65,0954017380
13192,First_13192,Last_13192,1989-04-14,Family Business Owner,1638.41,0953765821
13193,First_13193,Last_13193,1993-11-04,Artist,2143.95,0970563274
13194,First_13194,Last_13194,2001-07-09,Retired/Unemployed,576.8,0921868499
13196,First_13196,Last_13196,2000-11-02,Retired/Unemployed,2494.43,0999258627
13199,First_13199,Last_13199,1982-07-12,Freelancer,2027.46,0938121159
13200,First_13200,Last_13200,1991-12-23,Manual Worker,1137.79,0974592838
13201,First_13201,Last_13201,1995-10-19,Office Worker,1570.51,0966426853
13202,First_13202,Last_13202,1993-05-12,Manual Worker,843.07,0987030531
13203,First_13203,Last_13203,1996-05-06,Driver,394.53,0934649420
13204,First_13204,Last_13204,1984-08-13,Healthcare Worker,2513.26,0927207930
13205,First_13205,Last_13205,2003-09-17,Family Business Owner,2684.92,0965474683
13206,First_13206,Last_13206,1992-06-12,Office Worker,601.91,0965494995
13207,First_13207,Last_13207,1980-12-05,Manual Worker,530.56,0999744664
13209,First_13209,Last_13209,1982-04-18,Healthcare Worker,2509.15,0984734485
13210,First_13210,Last_13210,1996-03-15,Teacher,1250.89,0999641028
13213,First_13213,Last_13213,1986-01-22,Artist,1949.71,0999033777
13214,First_13214,Last_13214,1986-07-04,Teacher,2158.08,0988695790
13215,First_13215,Last_13215,1990-05-23,Healthcare Worker,2966.3,0949719790
13216,First_13216,Last_13216,1997-04-10,Driver,2923.72,0985617239
13217,First_13217,Last_13217,1981-02-06,Teacher,1323.91,0955477284
13218,First_13218,Last_13218,2000-10-21,Artist,2378.34,0954004764
13219,First_13219,Last_13219,1994-05-24,Student,710.04,0953561350
13220,First_13220,Last_13220,1989-12-03,Artist,728.34,0944218114
13221,First_13221,Last_13221,1981-02-24,Artist,2681.7,0941239679
13222,First_13222,Last_13222,1986-11-07,Student,1591.0,0955035451
13223,First_13223,Last_13223,2001-10-24,Family Business Owner,2096.41,0993294054
13225,First_13225,Last_13225,1997-12-21,Driver,731.63,0957949812
13226,First_13226,Last_13226,1984-11-07,Retired/Unemployed,2993.65,0982721385
13227,First_13227,Last_13227,2001-09-18,Student,1739.2,0960516347
13229,First_13229,Last_13229,1987-09-28,Retired/Unemployed,931.46,0945440342
13230,First_13230,Last_13230,1986-06-28,Manual Worker,2745.58,0974291791
13231,First_13231,Last_13231,1986-06-21,Office Worker,2603.01,0926563788
13232,First_13232,Last_13232,1984-10-10,Family Business Owner,2752.12,0980178698
13233,First_13233,Last_13233,2000-06-10,Healthcare Worker,2851.26,0997762798
13235,First_13235,Last_13235,2003-04-24,Artist,2771.69,0919374835
13236,First_13236,Last_13236,1983-06-23,Manual Worker,926.28,0986449226
13237,First_13237,Last_13237,1997-10-17,Family Business Owner,2638.92,0993020185
13238,First_13238,Last_13238,2002-01-20,Office Worker,2311.13,0948145958
13239,First_13239,Last_13239,1989-03-14,Teacher,2655.35,0953128268
13240,First_13240,Last_13240,1999-07-30,Student,1598.13,0995796506
13241,First_13241,Last_13241,1984-11-15,Teacher,1532.15,0960764934
13242,First_13242,Last_13242,1982-03-23,Office Worker,2243.1,0927719006
13243,First_13243,Last_13243,2003-10-12,Family Business Owner,2156.58,0989334487
13244,First_13244,Last_13244,2000-05-04,Family Business Owner,2051.06,0929479921
13245,First_13245,Last_13245,1991-09-07,Freelancer,2075.37,0990177948
13246,First_13246,Last_13246,2000-01-13,Artist,736.56,0991638950
13248,First_13248,Last_13248,1983-10-03,Driver,2173.34,0945843453
13249,First_13249,Last_13249,1988-08-11,Artist,2507.31,0967302815
13250,First_13250,Last_13250,1980-01-15,Healthcare Worker,1438.21,0960474176
13251,First_13251,Last_13251,1992-02-10,Healthcare Worker,1293.88,0952804785
13252,First_13252,Last_13252,2002-12-17,Manual Worker,1682.02,0997133754
13253,First_13253,Last_13253,1993-06-10,Healthcare Worker,1912.05,0974650614
13254,First_13254,Last_13254,1993-11-10,Retired/Unemployed,2047.4,0942276622
13255,First_13255,Last_13255,1987-03-04,Driver,1693.85,0933725562
13256,First_13256,Last_13256,1991-05-02,Driver,2328.78,0941401669
13257,First_13257,Last_13257,1994-08-17,Retired/Unemployed,230.33,0998015685
13258,First_13258,Last_13258,1997-06-20,Teacher,646.25,0916525547
13259,First_13259,Last_13259,1985-12-23,Driver,1729.81,0941835405
13260,First_13260,Last_13260,1986-10-19,Driver,435.65,0928679531
13261,First_13261,Last_13261,1992-04-29,Teacher,2171.65,0932361611
13262,First_13262,Last_13262,2002-05-18,Healthcare Worker,1087.93,0985050815
13264,First_13264,Last_13264,1999-07-11,Teacher,2303.82,0971136780
13265,First_13265,Last_13265,2001-03-18,Artist,2083.92,0927729419
13266,First_13266,Last_13266,1994-06-30,Retired/Unemployed,2317.61,0950880802
13267,First_13267,Last_13267,1990-04-25,Retired/Unemployed,2067.77,0913429400
13269,First_13269,Last_13269,1990-08-03,Healthcare Worker,2983.31,0967205576
13270,First_13270,Last_13270,2002-10-17,Healthcare Worker,423.26,0957936263
13271,First_13271,Last_13271,1987-03-28,Student,1519.92,0963849199
13272,First_13272,Last_13272,1993-08-23,Healthcare Worker,442.14,0997270884
13273,First_13273,Last_13273,1999-06-03,Student,2156.4,0920887690
13275,First_13275,Last_13275,1985-01-05,Healthcare Worker,1216.88,0931045444
13277,First_13277,Last_13277,1983-12-19,Healthcare Worker,1217.06,0944478207
13278,First_13278,Last_13278,1990-05-08,Office Worker,2375.21,0941526373
13279,First_13279,Last_13279,1986-05-16,Student,2927.15,0974715543
13280,First_13280,Last_13280,1983-11-01,Retired/Unemployed,2330.18,0993507687
13281,First_13281,Last_13281,1992-06-12,Office Worker,252.18,0955934009
13282,First_13282,Last_13282,1988-05-15,Office Worker,891.54,0924878208
13283,First_13283,Last_13283,1985-08-31,Freelancer,2583.05,0971073400
13284,First_13284,Last_13284,1989-02-11,Manual Worker,957.66,0949335629
13285,First_13285,Last_13285,1985-10-09,Family Business Owner,2844.22,0985014949
13286,First_13286,Last_13286,1981-03-20,Student,2373.38,0910814766
13288,First_13288,Last_13288,1990-10-19,Healthcare Worker,2161.47,0981417669
13289,First_13289,Last_13289,1990-12-26,Teacher,2619.02,0950974174
13290,First_13290,Last_13290,1983-04-18,Office Worker,2868.67,0952921886
13291,First_13291,Last_13291,2002-12-17,Retired/Unemployed,415.91,0911841016
13292,First_13292,Last_13292,1991-07-16,Driver,2299.63,0943748997
13293,First_13293,Last_13293,2000-03-12,Student,2721.62,0930072534
13294,First_13294,Last_13294,1996-02-15,Retired/Unemployed,2494.18,0971849612
13295,First_13295,Last_13295,1997-03-13,Healthcare Worker,2458.64,0964283233
13297,First_13297,Last_13297,1988-11-08,Healthcare Worker,2076.47,0990568918
13298,First_13298,Last_13298,2003-11-02,Artist,1943.77,0941171121
13299,First_13299,Last_13299,1988-02-03,Artist,928.17,0946463716
13300,First_13300,Last_13300,1984-10-18,Teacher,410.45,0949447966
13301,First_13301,Last_13301,1998-11-01,Teacher,462.58,0960012575
13304,First_13304,Last_13304,1981-01-13,Student,319.54,0931436923
13307,First_13307,Last_13307,1997-02-13,Office Worker,1028.25,0916762540
13308,First_13308,Last_13308,1989-07-04,Healthcare Worker,1506.76,0934424065
13309,First_13309,Last_13309,1995-12-13,Driver,1634.68,0924461378
13310,First_13310,Last_13310,1987-04-16,Student,1858.64,0930392797
13311,First_13311,Last_13311,1991-07-12,Healthcare Worker,1064.05,0975829788
13312,First_13312,Last_13312,1985-04-13,Freelancer,2112.09,0935059153
13313,First_13313,Last_13313,1983-04-20,Office Worker,789.37,0999882496
13314,First_13314,Last_13314,1986-12-07,Freelancer,907.01,0932892947
13316,First_13316,Last_13316,1987-03-22,Manual Worker,2910.82,0937929037
13317,First_13317,Last_13317,1993-01-14,Manual Worker,2065.2,0943181428
13319,First_13319,Last_13319,2001-03-08,Manual Worker,2224.44,0995618442
13320,First_13320,Last_13320,1991-03-30,Healthcare Worker,1533.41,0969386006
13322,First_13322,Last_13322,1992-05-23,Student,1753.69,0945149788
13323,First_13323,Last_13323,1984-08-22,Healthcare Worker,220.85,0914597168
13324,First_13324,Last_13324,1994-02-07,Driver,1322.05,0977410459
13326,First_13326,Last_13326,1988-04-26,Teacher,2121.47,0969958888
13327,First_13327,Last_13327,1989-11-23,Student,1115.93,0943678076
13328,First_13328,Last_13328,1982-10-31,Teacher,2655.01,0977128961
13329,First_13329,Last_13329,1991-01-15,Student,2587.28,0970049200
13331,First_13331,Last_13331,1986-09-19,Driver,1522.19,0930964296
13332,First_13332,Last_13332,1980-07-27,Office Worker,1986.68,0998099398
13333,First_13333,Last_13333,1983-12-30,Teacher,1585.48,0999673844
13334,First_13334,Last_13334,1990-04-27,Artist,920.74,0969878637
13335,First_13335,Last_13335,1986-12-09,Family Business Owner,1507.38,0947376630
13336,First_13336,Last_13336,1982-11-04,Retired/Unemployed,1658.12,0970859496
